#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1419511, , , 675
1
4050, 17, 72, 89
344, 17, 72, 89
289, 17, 73, 90
330, 17, 73, 90
311, 18, 70, 88
309, 19, 73, 92
310, 18, 71, 89
315, 19, 70, 89
312, 17, 72, 89
310, 19, 72, 91
306, 19, 70, 89
311, 18, 71, 89
310, 19, 73, 92
305, 19, 73, 92
308, 19, 72, 91
309, 19, 74, 93
308, 19, 75, 94
305, 18, 74, 92
305, 20, 74, 94
305, 18, 76, 94
304, 19, 77, 96
302, 20, 76, 96
304, 19, 77, 96
308, 20, 76, 96
307, 20, 78, 98
302, 19, 78, 97
284, 20, 79, 99
328, 20, 78, 98
301, 22, 78, 100
301, 20, 79, 99
299, 20, 79, 99
301, 22, 81, 103
296, 21, 81, 102
299, 23, 80, 103
297, 22, 80, 102
299, 22, 82, 104
296, 23, 78, 101
300, 21, 81, 102
297, 22, 78, 100
302, 23, 79, 102
299, 22, 79, 101
298, 24, 80, 104
293, 25, 80, 105
297, 23, 79, 102
299, 25, 78, 103
299, 23, 78, 101
298, 25, 77, 102
300, 26, 76, 102
299, 25, 76, 101
299, 26, 76, 102
300, 25, 77, 102
298, 27, 77, 104
296, 27, 76, 103
298, 26, 76, 102
297, 28, 76, 104
293, 28, 79, 107
287, 28, 77, 105
297, 29, 77, 106
293, 30, 77, 107
296, 31, 75, 106
296, 32, 75, 107
293, 31, 76, 107
295, 32, 75, 107
291, 33, 76, 109
291, 36, 74, 110
288, 39, 74, 113
288, 42, 73, 115
284, 44, 75, 119
279, , , 126
273, , , 123
277, , , 124
