#!,Workbook:,Custom,Custom,,,,,
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.,,,,,,,
#!,For more information visit http://aka.ms/hackingstem/,,,,,,,
40798,153,272,425,,,,,
1,,,,,,,,
8051,20,67,87,,,,,48amb
313,22,68,90,,,,,48 init
314,21,67,88,,,,,19.4 final
313,20,66,86,,,,,18g
312,22,67,89,,,,,630g fin
314,20,66,86,,,,,
317,22,64,86,,,,,
317,21,68,89,,,,,
313,22,65,87,,,,,
316,20,68,88,,,,,
313,21,70,91,,,,,
311,22,72,94,,,,,
305,20,70,90,,,,,
308,22,68,90,,,,,
309,22,72,94,,,,,
309,20,69,89,,,,,
312,22,68,90,,,,,
310,21,71,92,,,,,
310,22,71,93,,,,,
303,22,69,91,,,,,
313,21,69,90,,,,,
312,23,71,94,,,,,
305,21,71,92,,,,,
308,21,69,90,,,,,
310,22,70,92,,,,,
309,22,70,92,,,,,
314,22,69,91,,,,,
308,21,71,92,,,,,
308,22,70,92,,,,,
311,22,70,92,,,,,
306,21,68,89,,,,,
311,23,69,92,,,,,
311,22,73,95,,,,,
301,22,71,93,,,,,
307,23,70,93,,,,,
306,22,72,94,,,,,
308,22,71,93,,,,,
305,23,71,94,,,,,
306,23,71,94,,,,,
308,24,70,94,,,,,
311,23,72,95,,,,,
302,23,71,94,,,,,
307,25,72,97,,,,,
302,24,71,95,,,,,
306,25,69,94,,,,,
303,25,70,95,,,,,
305,24,71,95,,,,,
314,25,69,94,,,,,
303,24,69,93,,,,,
303,24,71,95,,,,,
307,25,68,93,,,,,
308,24,71,95,,,,,
303,26,69,95,,,,,
303,26,72,98,,,,,
303,25,67,92,,,,,
309,26,67,93,,,,,
310,25,73,98,,,,,
298,25,69,94,,,,,
303,26,71,97,,,,,
306,25,69,94,,,,,
302,28,67,95,,,,,
309,27,68,95,,,,,
303,27,69,96,,,,,
302,27,69,96,,,,,
304,27,70,97,,,,,
304,26,71,97,,,,,
299,28,69,97,,,,,
306,27,72,99,,,,,
300,26,70,96,,,,,
302,28,71,99,,,,,
303,26,71,97,,,,,
303,28,68,96,,,,,
302,29,70,99,,,,,
302,29,68,97,,,,,
301,29,68,97,,,,,
305,29,69,98,,,,,
302,30,68,98,,,,,
300,31,67,98,,,,,
304,30,69,99,,,,,
298,31,68,99,,,,,
302,31,68,99,,,,,
303,29,68,97,,,,,
299,31,67,98,,,,,
303,32,70,102,,,,,
300,32,67,99,,,,,
298,34,68,102,,,,,
296,35,68,103,,,,,
299,36,67,103,,,,,
295,35,68,103,,,,,
299,36,69,105,,,,,
293,37,68,105,,,,,
293,37,68,105,,,,,
298,38,69,107,,,,,
290,39,68,107,,,,,
292,45,74,119,,,,,
280,43,70,113,,,,,
285,44,73,117,,,,,
283, , ,124,,,,,
275, , ,124,,,,,
275, , ,123,,,,,
